DateTime,Pressure,Speed#1(0.2m),Dir#1(0.2m),Speed#2(0.3m),Dir#2(0.3m),Speed#3(0.4m),Dir#3(0.4m),Speed#4(0.5m),Dir#4(0.5m),Speed#5(0.6m),Dir#5(0.6m),SSC_25cm,SSC_50cm
2014/9/25 17:02,1.085,0.265,110.08,0.299,95.77,0.072,131.63,0.164,130.79,0.117,100.35,0.22,0.11
2014/9/25 17:04,1.062,0.105,150.26,0.175,82.79,0.088,31.52,0.2,112.07,0.177,99.41,0.17,0.11
2014/9/25 17:06,1.042,0.1,187.48,0.266,90,0.146,49.99,0.239,62.04,0.272,44.4,0.17,0.11
2014/9/25 17:08,1.015,0.133,26.76,0.076,104.4,0.224,77.39,0.28,74.87,0.152,80.17,0.17,0.11
2014/9/25 17:10,1.002,0.157,62.62,0.146,84.88,0.214,72.58,0.096,85.24,0.137,137.95,0.22,0.11
2014/9/25 17:12,0.99,0.165,101.51,0.168,111.36,0.28,47.89,0.209,70.44,0.23,48.35,0.26,0.11
2014/9/25 17:14,0.965,0.114,130.38,0.048,127.35,0.088,95.84,0.119,155.16,0.104,83.35,0.22,0.11
2014/9/25 17:16,0.948,0.074,111.37,0.05,32.74,0.053,279.82,0.127,77.72,0.154,330.95,0.17,0.11
2014/9/25 17:18,0.934,0.203,7.93,0.151,110.6,0.193,60.77,0.096,163.64,0.001,180,0.17,0.11
2014/9/25 17:20,0.924,0.053,141.84,0.052,72.26,0.092,99.97,0.189,127.05,0.236,116.13,0.17,0.11
2014/9/25 17:22,0.908,0.176,55.86,0.199,133.38,0.165,81.97,0.28,56.93,0.228,73.16,0.17,0.11
2014/9/25 17:24,0.885,0.109,88.95,0.101,123.69,0.164,92.79,0.191,150.48,0.197,69.55,0.17,0.11
2014/9/25 17:26,0.869,0.23,76.45,0.084,58.57,0.081,145.53,0.149,85.4,0.132,49.92,0.17,0.11
2014/9/25 17:28,0.861,0.136,105.37,0.111,91.03,0.153,116.9,0.245,99.15,0.13,56.92,0.17,0.11
2014/9/25 17:30,0.844,0.102,53.35,0.21,86.46,0.143,75.38,0.203,33.14,0.149,127.64,0.17,0.11
2014/9/25 17:32,0.829,0.1,324.73,0.273,93.79,0.28,111.16,0.309,185.01,0.139,50.25,0.17,0.11
2014/9/25 17:34,0.811,0.147,46.1,0.051,10.2,0.144,94.76,0.051,155.46,0.19,43.72,0.22,0.11
2014/9/25 17:36,0.796,0.026,173.42,0.111,161.08,0.134,78.77,0.195,66.72,0.117,70.02,0.22,0.11
2014/9/25 17:38,0.784,0.106,56.16,0.051,13.5,0.101,56.31,0.129,69.6,0.07,260.94,0.26,0.11
2014/9/25 17:40,0.766,0.024,80.54,0.171,45.95,0.221,103.6,0.115,74.88,0.04,216.87,0.26,0.12
2014/9/25 17:42,0.759,0.119,71.41,0.118,159.1,0.155,84.81,0.107,90,0.229,116.45,0.22,0.11
2014/9/25 17:44,0.748,0.103,77.05,0.061,290.22,0.063,345.3,0.028,267.95,0.144,139.79,0.26,0.11
2014/9/25 17:46,0.732,0.145,144.23,0.271,98.07,0.111,53.03,0.241,82.61,0.18,6.06,0.26,0.11
2014/9/25 17:48,0.713,0.102,75.83,0.262,94.38,0.16,6.81,0.017,72.65,0.127,43.09,0.26,0.11
2014/9/25 17:50,0.711,0.102,91.12,0.284,121.17,0.109,352.61,0.106,122.64,0.063,90,0.22,0.11
2014/9/25 17:52,0.703,0.102,355.52,0.055,183.12,0.174,80.75,0.148,71.93,0.154,92.97,0.26,0.11
2014/9/25 17:54,0.687,0.138,143.55,0.096,40.34,0.24,37.54,0.084,2.73,0.132,100.46,0.22,0.11
2014/9/25 17:56,0.676,0.063,125.96,0.184,21.97,0.11,162.06,0.294,142.47,0.089,57.93,0.26,0.11
2014/9/25 17:58,0.665,0.149,42.82,0.008,299.74,0.079,198.43,0.293,103.8,0.214,119.31,0.26,0.11
2014/9/25 18:00,0.657,0.137,64,0.122,289.18,0.099,126.41,0.108,170.97,0.162,86.82,0.22,0.11
2014/9/25 18:02,0.649,0.034,166.37,0.144,112.47,0.098,105.31,0.156,50.19,0.139,60.66,0.22,
2014/9/25 18:04,0.632,0.239,27.1,0.171,123.04,0.09,359.36,0.093,270,0.142,114.58,0.26,
2014/9/25 18:06,0.621,0.161,19.56,0.113,64.8,0.207,104.84,0.141,221.84,0.059,212.62,0.22,
2014/9/25 18:08,0.611,0.045,91.27,0.092,61.49,0.208,24.47,0.126,187.29,0.133,348.27,0.26,
2014/9/25 18:10,0.604,0.094,139.33,0.172,166.53,0.226,48.41,0.085,82.54,0.115,125.07,0.26,
2014/9/25 18:12,0.6,0.038,166.33,0.08,147.31,0.174,15.31,0.041,45,0.158,166.05,0.26,
2014/9/25 18:14,0.586,0.127,314.04,0.077,333.1,0.051,41.82,0.063,111.3,0.21,66.98,0.26,
2014/9/25 18:16,0.572,0.188,106.99,0.175,28.77,0.114,82.94,0.127,65.26,0.158,54.5,0.22,
2014/9/25 18:18,0.565,0.168,82.5,0.126,38.23,0.162,53.27,0.242,54.41,0.023,124.38,0.26,
2014/9/25 18:20,0.549,0.142,79.48,0.11,46.47,0.082,65.61,0.293,114.99,0.183,78.32,0.26,
2014/9/25 18:22,0.547,0.14,74.28,0.037,310.6,0.083,34.26,0.036,99.73,0.083,89.31,0.27,
2014/9/25 18:24,0.533,0.193,38.71,0.045,315.91,0.094,74.64,0.255,161.92,0.042,144.78,0.27,
2014/9/25 18:26,0.535,0.064,14.47,0.1,16.26,0.007,303.69,0.248,89.77,0.127,53.94,0.3,
2014/9/25 18:28,0.511,0.21,85.62,0.174,41.5,0.18,27.85,0.24,60.55,0.15,32.74,0.27,
2014/9/25 18:30,0.501,0.231,115.12,0.093,75.07,0.169,51.23,0.08,308.88,0.114,98.56,0.38,
2014/9/25 18:32,0.497,0.064,55.81,0.246,19.47,0.167,29.32,0.356,78.5,0.19,84.26,0.3,
2014/9/25 18:34,0.483,0.099,91.16,0.11,34.99,0.099,92.89,0.077,77.96,0.184,23.36,0.27,
2014/9/25 18:36,0.473,0.17,85.63,0.067,122.74,0.143,105.78,0.18,60.45,0.19,37.53,0.27,
2014/9/25 18:38,0.466,0.176,67.66,0.159,36.58,0.134,123.1,0.068,80.68,0.145,287.68,0.27,
2014/9/25 18:40,0.453,0.323,50.79,0.211,65.62,0.247,48.44,0.171,68.7,0.227,77.8,0.3,
2014/9/25 18:42,0.45,0.194,20.49,0.028,180,0.045,209.43,0.157,107.86,0.149,205.88,0.27,
2014/9/25 18:44,0.442,0.31,89.63,0.179,45.68,0.211,87.56,0.264,46.08,0.145,35.45,0.27,
2014/9/25 18:46,0.423,0.375,21.29,0.321,24.89,0.103,43.03,0.248,53.04,0.148,134.18,0.26,
2014/9/25 18:48,0.412,0.153,72.51,0.209,23.13,0.185,75.89,0.097,87.05,0.091,285.86,0.27,
2014/9/25 18:50,0.401,0.12,134.33,0.301,33.9,0.104,86.7,0.069,147.46,0.112,78.69,,
2014/9/25 18:52,0.395,0.152,349.8,0.185,5.59,0.056,90,0.36,46.69,0.105,163.46,,
2014/9/25 18:54,0.381,0.106,80.8,0.039,253.44,0.145,50.04,0.047,109.98,0.036,97.91,,
2014/9/25 18:56,0.38,0.159,231.12,0.027,158.2,0.286,82.97,0.226,102.5,0.137,178.33,,
2014/9/25 18:58,0.371,0.191,63.3,0.265,41.02,0.063,61.39,0.18,1.91,0.134,76.17,,
2014/9/25 19:00,0.348,0.319,84.97,0.136,25.25,0.153,69.66,0.184,47.64,0.281,343.05,,
2014/9/25 19:02,0.349,0.099,323.59,0.171,100.12,0.282,37.64,0.019,214.51,0.193,297.76,,
2014/9/25 19:04,0.337,0.229,32.86,0.253,18.94,0.16,351.01,0.088,273.9,0.169,42.84,,
2014/9/25 19:06,0.328,0.136,35.1,0.305,118.58,0.103,15.79,0.108,73.25,0.139,14.53,,
2014/9/25 19:08,0.313,0.157,100.66,0.149,42.82,0.048,38.29,0.1,312.16,0.116,40.44,,
2014/9/25 19:10,0.303,0.218,37.34,0.052,48.09,0.067,130.79,0.244,48,0.05,91.15,,
2014/9/25 19:12,0.296,0.142,41.57,0.197,146.39,0.057,101.11,0.257,125.98,0.177,20.18,,
2014/9/25 19:14,0.276,0.065,13.39,0.148,259.07,0.005,191.31,0.175,201.44,0.127,114.74,,
2014/9/25 19:16,0.275,0.111,84.29,0.126,123.31,0.081,177.88,0.213,101.36,0.089,293.96,,
2014/9/25 19:18,0.263,0.126,147.32,0.022,320.53,0.025,83.16,0.164,356.16,0.066,210.07,,
2014/9/25 19:20,0.254,0.195,43.13,0.106,125.04,0.076,136.61,0.126,204.33,0.113,204.53,,
2014/9/25 19:22,0.251,0.215,12.36,0.121,298.04,0.057,6.01,0.172,5.68,0.277,171.29,,
2014/9/25 19:24,0.229,0.061,249.78,0.109,211.5,0.15,214.96,0.441,207.55,0.253,230.46,,
2014/9/25 19:26,0.21,0.114,142.83,0.108,227.26,0.123,206.15,0.141,186.52,0.431,187.47,,
2014/9/25 19:28,0.198,0.096,210.86,0.13,269.56,0.155,124.2,0.096,149.96,0.45,189.46,,
2014/9/25 19:30,0.201,0.056,146.59,0.093,184.3,0.204,202.53,0.151,195.32,0.45,183.06,,
2014/9/25 19:32,0.199,0.043,107.59,0.246,40.22,0.172,220.53,0.195,218.75,0.283,197.03,,
2014/9/25 19:34,0.183,0.064,100.78,0.213,164.72,0.149,167.64,0.217,216.18,0.189,223.07,,
2014/9/25 19:36,0.173,0.069,326.77,0.11,30.07,0.11,141.26,0.28,176.51,0.442,182.46,,
2014/9/25 19:38,0.159,0.176,230.78,0.085,231.65,0.164,108.43,0.43,161.44,0.502,189.86,,
2014/9/25 19:40,0.14,0.088,4.55,0.049,305.94,0.12,226.35,0.126,201.46,0.15,241.39,,
2014/9/25 19:42,0.139,0.115,137.46,0.355,142.68,0.204,180.56,0.396,177.4,0.395,179.27,,
2014/9/25 19:44,0.134,0.149,86.16,0.254,180.45,0.162,253.91,0.04,82.87,0.294,122.93,,
2014/9/25 19:46,0.122,0.303,220.05,0.113,16.99,0.326,226.37,0.471,151.31,0.336,5.81,,
2014/9/25 19:48,0.117,0.234,242.78,0.166,261.33,0.15,357.33,0.387,34.68,0.262,218.97,,
2014/9/25 19:50,0.111,0.298,311.19,0.197,20.18,0.223,23.81,0.658,213.47,0.209,194.1,,
2014/9/25 19:52,0.094,0.044,122.97,0.336,188.2,0.358,90.64,0.183,135.22,0.385,53.87,,
2014/9/25 19:54,0.092,0.435,207.68,0.371,322.11,0.491,312.36,0.117,149.04,0.428,63.08,,
2014/9/25 19:56,0.089,0.247,52.57,0.181,113.45,0.812,231.75,0.322,274.99,0.742,214.46,,
2014/9/25 19:58,0.089,0.414,149.65,0.258,222.8,0.315,69.78,0.158,207.05,0.164,287.44,,
2014/9/25 20:00,0.086,0.367,198.24,0.358,60.22,0.123,169.24,0.39,44.27,0.616,300.31,,
2014/9/25 20:02,0.085,0.321,211.36,0.213,140.92,0.076,213.69,0.132,45,0.061,138.99,,
2014/9/25 20:04,0.084,0.237,125.9,0.119,235.64,0.322,45.13,0.268,268.93,0.326,76.18,,
2014/9/25 20:06,0.083,0.286,135.42,0.414,248.76,0.325,296.88,0.752,338.72,0.429,259.66,,
2014/9/25 20:08,0.084,0.309,131.59,0.485,276.86,0.539,351.78,0.134,108.3,0.4,213.57,,
2014/9/25 20:10,0.084,0.194,182.36,0.288,90.2,0.139,316.75,0.085,19.29,0.3,221.49,,
2014/9/25 20:12,0.083,0.664,295.91,0.178,301.46,0.178,54.16,0.243,24.35,0.342,166.29,,
2014/9/25 20:14,0.083,0.223,160.92,0.491,302.69,0.072,276.34,0.052,309.52,0.585,33.06,,
2014/9/25 20:16,0.082,0.373,72.54,0.501,272.75,0.407,290.44,0.251,4.8,0.572,299.52,,
2014/9/25 20:18,0.081,0.303,30.12,0.416,260.04,0.542,163.5,0.231,296.23,0.252,280.28,,
2014/9/25 20:20,0.081,0.645,60.38,0.118,272.91,0.419,72.65,0.465,313,0.106,127.3,,
2014/9/25 20:22,0.082,0.113,89.49,0.628,150.62,0.324,251.29,0.514,300.01,0.326,108.21,,
2014/9/25 20:24,0.081,0.411,132.73,0.224,63.78,0.378,118.05,0.162,18.32,0.355,132.6,,
2014/9/25 20:26,0.08,0.397,80.59,0.424,354.99,0.223,142.67,0.233,278.9,0.435,19.31,,
2014/9/25 20:28,0.08,0.102,109.5,0.198,21.64,0.497,95.19,0.26,246.89,0.281,171.21,,
2014/9/25 20:30,0.079,0.168,73.73,0.144,153.97,0.584,124.32,0.593,175.07,0.155,243.6,,
2014/9/25 20:32,0.079,0.642,163.34,0.203,165.76,0.387,357.93,0.316,70.42,0.333,34.22,,
2014/9/25 20:34,0.079,0.261,207.15,0.695,15.7,0.094,324.11,0.275,73.28,0.349,300.46,,
2014/9/25 20:36,0.08,0.343,272,0.166,196.8,0.315,70.36,0.578,45.77,0.106,270.54,,
2014/9/25 20:38,0.078,0.169,144.62,0.247,154.58,0.244,115.51,0.105,133.08,0.206,37.7,,
2014/9/25 20:40,0.078,0.206,347.11,0.091,284.04,0.312,276.08,0.19,68.98,0.407,5.92,,
2014/9/25 20:42,0.078,0.033,312.51,0.348,359.18,0.247,89.77,0.372,351.96,0.687,33.48,,
2014/9/25 20:44,0.078,0.141,142.48,0.133,238.22,0.123,55.92,0.251,65.48,0.224,52.06,,
2014/9/25 20:46,0.078,0.376,149.69,0.298,123.64,0.263,76.6,0.32,86.41,0.535,108.74,,
2014/9/25 20:48,0.078,0.33,191.89,0.273,112.81,0.231,61.33,0.118,34.63,0.213,261.91,,
2014/9/25 20:50,0.078,0.133,0.43,0.178,296.28,0.144,316.68,0.336,128.47,0.233,333.76,,
2014/9/25 20:52,0.079,0.337,14.24,0.337,203.98,0.495,68.78,0.345,30.51,0.329,75.03,,
2014/9/25 20:54,0.078,0.134,162.24,0.254,226.12,0.414,347.74,0.074,81.43,0.134,309.26,,
2014/9/25 20:56,0.078,0.346,132.31,0.344,105.69,0.605,143.81,0.33,200.58,0.151,209.79,,
2014/9/25 20:58,0.077,0.47,135.86,0.064,32.95,0.519,40.63,0.193,287.78,0.141,317.01,,
2014/9/25 21:00,0.077,0.035,101.63,0.225,86.95,0.144,106.93,0.366,341.52,0.248,81.18,,
2014/9/25 21:02,0.078,0.53,133.85,0.354,45.57,0.36,60.37,0.107,147.2,0.38,255.52,,
2014/9/25 21:04,0.078,0.294,26.48,0.462,147.21,0.158,289.58,0.262,219.1,0.335,15.24,,
2014/9/25 21:06,0.078,0.063,155.48,0.206,7.82,0.193,22.85,0.153,122.96,0.43,18.56,,
2014/9/25 21:08,0.078,0.519,144.81,0.174,152.99,0.322,246.22,0.287,323.49,0.294,101.58,,
2014/9/25 21:10,0.078,0.397,271.44,0.503,147.42,0.552,338.55,0.426,132.53,0.447,262.03,,
2014/9/25 21:12,0.077,0.167,233.54,0.304,328.19,0.295,359.61,0.618,233.02,0.536,26.37,,
2014/9/25 21:14,0.077,0.393,346.32,0.157,298.03,0.499,288.47,0.266,121.96,0.1,38.93,,
2014/9/25 21:16,0.077,0.467,181.47,0.562,73.34,0.174,255.72,0.131,286.91,0.458,276.4,,
2014/9/25 21:18,0.077,0.402,265.72,0.248,48.6,0.343,247.17,0.217,228.54,0.497,51.86,,
2014/9/25 21:20,0.076,0.4,322.61,0.693,311.78,0.339,104.86,0.247,345.96,0.156,138.12,,
2014/9/25 21:22,0.076,0.252,300.03,0.322,342.64,0.498,120.37,0.254,37.32,0.109,342.9,,
2014/9/25 21:24,0.075,0.486,46.75,0.517,47.98,0.295,137.33,0.182,42.55,0.56,251.79,,
2014/9/25 21:26,0.076,0.165,114.39,0.49,346.08,0.414,329.23,0.319,277.21,0.416,177.52,,
2014/9/25 21:28,0.088,0.131,280.54,0.704,136.09,0.088,80.86,0.464,87.53,0.291,189.69,,
2014/9/25 21:30,0.128,0.123,127.71,0.131,89.56,0.107,158,0.125,138.56,0.243,176.7,,
2014/9/25 21:32,0.158,0.141,165.17,0.176,150.38,0.125,25.13,0.066,113.09,0.169,201.11,,
2014/9/25 21:34,0.193,0.236,340.18,0.195,321.66,0.11,224.27,0.151,247.35,0.039,64.09,,
2014/9/25 21:36,0.223,0.054,87.88,0.053,112.2,0.123,293.01,0.17,225.24,0.189,274.56,,
2014/9/25 21:38,0.281,0.192,241.7,0.052,238.47,0.093,163.12,0.106,124.59,0.03,203.2,,
2014/9/25 21:40,0.319,0.073,276.25,0.281,307.2,0.147,232.74,0.091,198.63,0.171,354.29,,
2014/9/25 21:42,0.364,0.102,353.78,0.18,313.65,0.326,234.99,0.055,288.1,0.194,303.2,,
2014/9/25 21:44,0.405,0.24,209.98,0.165,256.3,0.095,177.59,0.17,187.08,0.189,174.83,,
2014/9/25 21:46,0.464,0.273,264.96,0.176,293.37,0.223,256.77,0.108,221.24,0.224,289.33,0.49,
2014/9/25 21:48,0.518,0.111,217.69,0.228,217.87,0.129,289.42,0.193,289.09,0.193,261.95,0.66,
2014/9/25 21:50,0.569,0.059,274.84,0.202,287,0.27,251.9,0.104,226.17,0.237,272.66,0.66,
2014/9/25 21:52,0.625,0.202,268.02,0.089,288.23,0.239,235.58,0.063,151.39,0.155,244.43,0.49,
2014/9/25 21:54,0.674,0.09,296.28,0.188,259.89,0.222,289.98,0.127,234.3,0.09,190.19,0.38,
2014/9/25 21:56,0.731,0.033,336.57,0.116,240.13,0.156,297.88,0.09,23.7,0.21,252,0.38,0.27
2014/9/25 21:58,0.789,0.151,262.78,0.134,227.41,0.377,299.01,0.247,294.69,0.114,295.89,0.38,0.26
2014/9/25 22:00,0.84,0.23,269.25,0.213,306.6,0.158,251.22,0.069,179.17,0.085,157.07,0.38,0.27
2014/9/25 22:02,0.892,0.211,254.05,0.141,249.25,0.14,307.44,0.193,255.89,0.217,284.42,0.38,0.26
2014/9/25 22:04,0.952,0.047,287.28,0.103,304.31,0.058,303.69,0.126,267.27,0.067,127.72,0.3,0.24
2014/9/25 22:06,1.005,0.145,301.5,0.194,294.71,0.24,322.61,0.122,317.98,0.155,317.88,0.3,0.22
2014/9/25 22:08,1.059,0.249,245.08,0.062,301.91,0.289,285.67,0.112,225.36,0.145,225.84,0.3,0.24
2014/9/25 22:10,1.115,0.139,287.53,0.171,276.04,0.172,334.18,0.125,316.62,0.092,318.52,0.3,0.23
2014/9/25 22:12,1.17,0.132,311.31,0.186,223.04,0.142,259.48,0.223,299.33,0.108,316.12,0.27,0.23
2014/9/25 22:14,1.218,0.252,253.37,0.042,315,0.088,291.32,0.24,237.44,0.246,261.11,0.27,0.21
2014/9/25 22:16,1.271,0.145,220.26,0.132,259.97,0.17,270.34,0.197,342.58,0.236,284.51,0.26,0.2
2014/9/25 22:18,1.322,0.059,250.35,0.264,348.18,0.301,268.67,0.163,344.34,0.106,271.08,0.26,0.18
2014/9/25 22:20,1.372,0.186,301.12,0.16,330.88,0.18,292.16,0.123,262.53,0.291,313.19,0.22,0.16
2014/9/25 22:22,1.429,0.092,276.27,0.179,199.24,0.249,316.63,0.152,337.15,0.066,127.04,0.22,0.15
2014/9/25 22:24,1.471,0.186,260.39,0.227,274.81,0.097,280.73,0.209,285.83,0.035,208.74,0.22,0.13
2014/9/25 22:26,1.516,0.089,268.71,0.152,253.95,0.077,170.29,0.272,247.77,0.171,246.89,0.22,0.13
2014/9/25 22:28,1.566,0.166,306.66,0.255,306.56,0.174,252.29,0.076,318.18,0.177,297.58,0.17,0.13
2014/9/25 22:30,1.61,0.216,290.28,0.22,312.24,0.194,294.32,0.133,0,0.258,280.05,0.17,0.13
2014/9/25 22:32,1.654,0.183,302.74,0.299,271.53,0.325,312.88,0.155,293.1,0.122,294.68,0.17,0.13
2014/9/25 22:34,1.696,0.122,240.49,0.145,311.37,0.277,286.14,0.19,303.86,0.196,283.89,0.17,0.12
2014/9/25 22:36,1.735,0.054,270,0.09,326.31,0.195,242.91,0.212,3.24,0.066,347.85,0.17,0.14
2014/9/25 22:38,1.775,0.293,288.93,0.243,313,0.271,283.22,0.235,252.18,0.194,258.11,0.17,0.14
2014/9/25 22:40,1.811,0.131,287.74,0.136,265.38,0.252,305.64,0.164,333.9,0.133,309.81,0.17,0.15
2014/9/25 22:42,1.847,0.184,272.8,0.207,315.59,0.308,298.98,0.139,311.5,0.004,296.57,0.22,0.14
2014/9/25 22:44,1.885,0.169,313.32,0.147,253.41,0.123,255.4,0.069,53.79,0.256,232.95,0.17,0.14
2014/9/25 22:46,1.919,0.207,284.24,0.129,339.18,0.188,284.48,0.286,282.33,0.188,309.18,0.17,0.14
2014/9/25 22:48,1.948,0.174,298.93,0.1,274.57,0.192,302.04,0.157,234.59,0.135,285.48,0.22,0.15
2014/9/25 22:50,1.988,0.19,251.57,0.315,299.25,0.196,273.79,0.119,304.76,0.141,298.94,0.22,0.17
2014/9/25 22:52,2.021,0.103,237.7,0.146,199.18,0.116,287.5,0.144,4.8,0.254,316.76,0.22,0.18
2014/9/25 22:54,2.049,0.36,262.82,0.136,249.3,0.072,344.6,0.266,313.78,0.048,270,0.26,0.18
2014/9/25 22:56,2.074,0.099,305.13,0.259,291.31,0.333,280.91,0.207,278.33,0.279,269.38,0.26,0.18
2014/9/25 22:58,2.102,0.215,258.48,0.184,290.3,0.183,309.25,0.158,284.65,0.154,300.39,0.22,0.18
2014/9/25 23:00,2.133,0.119,271.44,0.223,294.38,0.234,288.2,0.189,287.19,0.174,234.85,0.22,0.16
2014/9/25 23:02,2.157,0.186,235.97,0.177,189.09,0.235,303.01,0.227,301.31,0.176,245.48,0.22,0.15
2014/9/25 23:04,2.184,0.347,275.63,0.194,319.59,0.157,299.84,0.121,319.35,0.023,182.49,0.22,0.16
2014/9/25 23:06,2.215,0.278,273.92,0.157,342.14,0.172,279.02,0.157,288.55,0.217,290.77,0.22,0.15
2014/9/25 23:08,2.24,0.418,303.88,0.104,286.17,0.167,328.68,0.116,308.35,0.289,316.12,0.17,0.15
2014/9/25 23:10,2.267,0.245,285.62,0.127,292.72,0.083,117.18,0.079,52.7,0.216,260.67,0.22,0.15
2014/9/25 23:12,2.294,0.191,281.49,0.376,291.18,0.15,285.89,0.149,269.23,0.245,267.2,0.22,0.16
2014/9/25 23:14,2.322,0.022,0,0.26,307.49,0.233,313.26,0.209,320.44,0.103,318.92,0.22,0.16
2014/9/25 23:16,2.345,0.03,270,0.209,270.82,0.101,232.67,0.109,264.76,0.133,307.65,0.22,0.16
2014/9/25 23:18,2.37,0.241,282.48,0.167,22.57,0.192,307.82,0.14,263.84,0.122,154.27,0.22,0.15
2014/9/25 23:20,2.394,0.066,94.33,0.029,84.09,0.166,267.59,0.144,4.8,0.169,14.04,0.22,0.16
2014/9/25 23:22,2.421,0.073,344.05,0.199,312.76,0.082,355.82,0.225,288.68,0.026,24.62,0.17,0.14
2014/9/25 23:24,2.443,0.069,262.46,0.224,317.71,0.144,231.46,0.205,277.3,0.142,311,0.17,0.14
2014/9/25 23:26,2.464,0.148,67.77,0.14,264.25,0.095,260.34,0.264,270.87,0.24,277.42,0.17,0.14
2014/9/25 23:28,2.483,0.226,268.99,0.193,267.33,0.237,338.42,0.183,40.57,0.082,4.88,0.17,0.15
2014/9/25 23:30,2.507,0.117,295.91,0.168,359.32,0.151,331.57,0.157,319.12,0.207,294.83,0.17,0.14
2014/9/25 23:32,2.527,0.094,286.7,0.12,9.62,0.26,323.75,0.151,22.15,0.043,65.22,0.17,0.13
2014/9/25 23:34,2.551,0.362,328.33,0.1,263.09,0.175,187.21,0.11,313.53,0.076,76.33,0.17,0.13
2014/9/25 23:36,2.577,0.079,81.97,0.132,276.96,0.044,254.05,0.171,193.87,0.202,219.77,0.17,0.13
2014/9/25 23:38,2.595,0.013,51.34,0.145,210.63,0.043,187.94,0.115,158.57,0.089,268.71,0.17,0.12
2014/9/25 23:40,2.615,0.183,248.49,0.151,14.59,0.159,288.66,0.083,15.38,0.177,265.13,0.17,0.14
2014/9/25 23:42,2.639,0.229,288.36,0.185,160.78,0.112,265.41,0.098,142.9,0.14,311.22,0.17,0.13
2014/9/25 23:44,2.657,0.094,115.75,0.122,284.26,0.045,117.7,0.15,338.06,0.191,265.79,0.17,0.13
2014/9/25 23:46,2.674,0.078,108.67,0.28,57.56,0.117,48.12,0.161,95.36,0.095,1.81,0.17,0.12
2014/9/25 23:48,2.694,0.109,311.28,0.101,137.8,0.1,289.34,0.063,278.26,0.189,27.79,0.17,0.11
2014/9/25 23:50,2.715,0.072,282.88,0.157,175.24,0.18,189.62,0.185,287.65,0.105,347.94,0.17,0.12
2014/9/25 23:52,2.732,0.134,229.54,0.135,84.88,0.018,83.66,0.2,301.31,0.153,14.04,0.17,0.12
2014/9/25 23:54,2.748,0.209,240.49,0.123,345.85,0.141,85.1,0.152,2.26,0.011,48.81,0.17,0.11
2014/9/25 23:56,2.772,0.195,357.06,0.103,311.86,0.074,269.23,0.125,213.56,0.048,305.68,0.17,0.11
2014/9/25 23:58,2.792,0.109,265.28,0.11,265.84,0.139,326.42,0.034,181.68,0.124,289.31,0.17,0.11
2014/9/26 0:00,2.809,0.085,237.99,0.181,296.57,0.083,250.91,0.136,330.41,0.059,0.97,0.17,0.11
2014/9/26 0:02,2.832,0.203,282.25,0.084,206.26,0.058,214.51,0.073,141.71,0.097,2.95,0.17,0.11
2014/9/26 0:04,2.851,0.13,86.04,0.11,190.49,0.057,83,0.116,298.77,0.066,294.23,0.17,0.11
2014/9/26 0:06,2.866,0.182,37.87,0.153,214.1,0.028,6.12,0.222,325.81,0.16,256.22,0.17,0.12
2014/9/26 0:08,2.886,0.208,265.03,0.028,237.99,0.03,151.7,0.109,65.08,0.142,39.86,0.17,0.12
2014/9/26 0:10,2.899,0.108,292.78,0.02,177.14,0.138,98.78,0.098,243.43,0.042,157.69,0.17,0.11
2014/9/26 0:12,2.917,0.052,156.37,0.101,32.43,0.085,296.57,0.136,45,0.139,224.42,0.17,0.12
2014/9/26 0:14,2.934,0.172,6.01,0.197,20.45,0.214,349.48,0.134,195.18,0.042,260.31,0.17,0.11
2014/9/26 0:16,2.943,0.154,347.23,0.276,230.43,0.074,57.17,0.124,313.7,0.127,338.28,0.17,0.12
2014/9/26 0:18,2.961,0.103,286.33,0.195,267.65,0.117,305.59,0.138,267.92,0.013,311.99,0.12,0.11
2014/9/26 0:20,2.978,0.181,306.24,0.176,317.31,0.034,268.32,0.041,6.95,0.085,255.64,0.17,0.11
2014/9/26 0:22,2.99,0.08,239.9,0.083,99.01,0.016,284.93,0.106,54.96,0.036,136.12,0.17,0.11
2014/9/26 0:24,3.002,0.046,287.65,0.041,167.32,0.135,104.55,0.013,198.43,0.133,93.87,0.17,0.11
2014/9/26 0:26,3.015,0.064,260.1,0.051,202.01,0.088,40.39,0.038,217.48,0.139,185.79,0.17,0.12
2014/9/26 0:28,3.029,0.148,119.17,0.037,55.89,0.112,65.26,0.279,64.26,0.038,326.73,0.17,0.12
2014/9/26 0:30,3.042,0.092,333.43,0.063,70.41,0.151,215.58,0.021,295.35,0.016,71.57,0.17,0.12
2014/9/26 0:32,3.047,0.099,172.44,0.046,294.34,0.052,286.7,0.115,263,0.041,15.38,0.17,0.12
2014/9/26 0:34,3.061,0.226,26.57,0.127,19.29,0.209,277.43,0.236,349.98,0.123,81.15,0.17,0.11
2014/9/26 0:36,3.071,0.253,334.24,0.083,217.15,0.062,155.1,0.249,53.5,0.076,298.25,0.17,0.11
2014/9/26 0:38,3.079,0.092,3.73,0.076,307.48,0.095,324.46,0.088,76.12,0.04,154.72,0.17,0.11
2014/9/26 0:40,3.086,0.043,131.19,0.151,312.86,0.142,319.57,0.126,291.89,0.072,355.24,0.17,0.11
